Tweet,Message/tweets,positive,negative,polarity
209,"Justin Trudeau announces more support for small businesses but he cant answer a simple question about the carbon tax.

True Norths CandiceMalcolm and AndrewLawton have the latest on the coronavirus in Canada. cdnpoli 

httpst.coO0UfwrDu0v",support,,positive
210,"TODAY IS THE DAY Find hope at home and stream IStillBelieve on premium OnDemand

Get your popcorn ready gather around your screen istillbelieve is now available in Canada for a limited time only to watch on Apple TV iTunes Google Play and more. httpst.coQvZxv4y9b2","available, ready",limited,positive
211,"The Emergency Coalition of Canadian Charities argues the COVID19 crisis and the resulting economic fallout is threatening to quickly destroy Canadas charitable sector which accounts for 8 of the countrys GDP and employs 1.4 million Canadians. charity
httpst.cowHlh7Audwd",charitable,"crisis, destroy, emergency, fallout, threatening",negative
212," worldwarbot January 2020 United States of America conquered Canada territory.
Canada has been completely defeated.
208 countries rema",,,neutral
213, ezralevant Why cant you find a mask to wear For two months China had its expats around the world buy up protective gear in bulk an,protective,,positive
214," btsotc MOTS 7 has achieved 21 1s on Official Charts
1 US
1 Japan
1 UK
1 Germany
1 France
1 Korea
1 Australia
1 Spain
1 Can",,,neutral
215, danwootton The bombshell decision  dubbed Megxit mark two  has stunned and horrified members of the Royal Family who thought the,stunned,horrified,neutral
216,"April showers bring May flowers  along with the cherry blossoms If youre excited for the upcoming cherry blossom season then youll love this guide on where to view them in Ontario 
 httpst.cov4nJo6Ritx 
Travel Ontario Canada DiscoverON ExploreCanada","blossom, excited, love",,positive
217,"Canada seems to be taking this whole COVID19 thing a lot less seriously than most of its peer countries
cdnpoli httpst.cojHYh8uHupG",,,neutral
218,"Happening this April 5 Strategies to Reduce Poverty in Canada a free webinar hosted by James Hughes and Paul Born.

April 16th 12pm. More information and registration httpst.coen1EZwQhzX",free,poverty,neutral
219, viraniarif Great news for businesses across Canada  I was very glad to see the wage subsidy increased to 75 amp other key measures ann,"glad, great",,positive
220," BBCWorld Mexicans demand crackdown on Americans crossing the border 

httpst.coizwx6Qj5FI",,,neutral
221, LaurieGarrett Well this is certainly grim  TheEconomist special intell unit predicts nearly all G20 nations will be pushed into a,well,grim,neutral
222, MrAndyNgo China bought up mass quantities of medicine and medical supplies from Western countries like Canada and Australia last month,like,,positive
223, CBCSask LIVE Province gives latest update as COVID19 cases reach 104  CBC News httpst.corbSG23xR9u  follow AlexSoloCBC for mo,,,neutral
224, JacinthePayant TorontoPearson ChinaEasternNA foundationma AlibabaGroup Give and you will receive. Thats my Canada  Proud ,proud,,positive
225," CBCBryan Calgary bans team sports closes personal care services like hair salons to limit COVID19s spread
httpst.cohoBaRe8RyR h",like,limit,neutral
226, CanadensisMax Dear American neighbours your President is a fucking nut.  Love Canada.,love,fucking,neutral
227, NightShiftMD See. It works. Physical distancing has halved spread of COVID19 in B.C. official modelling suggests  CBC News https,,,neutral
228,"Sig Sauer MPX K

LINK  httpst.co0nmM3zQbEd 


canada
foc
guns
canadaguns
9mm
sig
sigsauer
sigsauercanada
sigsauermpxk httpst.coTLuwUyKW4G",,,neutral
229, MCKENTON Day 673 Quarantine Everyone has coronavirus US has commanded everyone to stay inside for good. Me and my niggas have snuck,,,neutral
230," Laurie1122 Jkenney your silence speaks volumes Shandemic shandromustgo  abpoli ableg 

httpst.cosc1oiv0ST8",,,neutral
231, charlesrusnell Alberta health minister accused of berating Calgary physician intimidating citizens  CBC News httpst.co0SkUpGwh,,intimidating,negative
232,psorensen OmanReagan I should note that many countries went effectively in one step. The UK Canada Germany France the Netherlands and Switzerland all have variations on single player OR massive price controls on insurance. None of it was transitioned,effectively,,positive
233, CanAditude TODAY trudeau answered questions about the US at the border amp allowing illegal immigrants into Canada. Listen CLOSELY as h,,illegal,negative
234, CaptainBlackEy1 AnnaMer jamesholden007 He48300141 RayParanormal Manny70944327 DurBabushky OnlyinOntario zaphod57 gruff9696 ,,,neutral
235, JohnTheFame Americans watching Canada and Europe take care of their citizens during the pandemic httpst.coKlkz2lnzOT,,,neutral
236, kieranleavitt BREAKING Calgary woman may go to police over Alberta health ministers email NDP calls for resignation ableg COVID19,,"breaking, resignation",negative
237, simondubito La mcanique de vlo un service essentiel estime un commerant httpst.cobcMrg52T9P,,,neutral
238, asiwaju Thank you Captain Wiseman for bringing Canadians home. Here is wishing you a retirement filled with beautiful memories with y,"beautiful, thank",,positive
239,"reicurran caffenefiend technical explanation Canada is a sovereign it can print unlimited CAD. But if theres shortage of USD that might be a problem because pricing might panic. 

but that cant happen as long as Canada has unlimited withdrawal rights for USD which it as a core nation does.",unlimited,"problem, shortage",negative
240, RaeofSunshine79 An incredible upcoming ChildHealthCan opportunity for canadian families who utilize Peds Childrens Hospitals acros,incredible,,positive
241,"Canada Exemptions to Canada travel restrictions now in effect for select foreign workers students and permanent resident candidates
httpst.coUhvebWMSXu",,,neutral
242, pdvsingh KabulAttack needs introspection win the Sikh community. Many Afghani Sikhs have migrated to UK amp Canada but have they been,win,,positive
243,Canada Exemptions to Canada travel restrictions now in effect for select foreign workers students and permanent resident candidates httpst.co6sBPvgLQqV,,,neutral
244,BBC News  Coronavirus Trump signs into law largest bailout in US history httpst.cof8ujqm7K08,trump,,positive
245,I was so excited to get my first order from dollskills. UPSCanada  my item is being on hold right now. I even paid extra to have it here within 23 days. This is crazy.,"excited, right",,positive
246, AndreasLaupacis Health care in Canada changed more during the 2 weeks we were away than it did during the 2 decades since we were med,,,neutral
247,"
Leonard Cohen
Old Ideas 2012

Folk Rock  Soft Rock  Rock

Canada  Westmount Quebec
Since 1956 to 2016

Themes Religion Politics Isolation Depression Sexuality Loss Death Romantic httpst.conKnKXlMH92","romantic, soft","death, depression, isolation, loss",negative
248," TheJUNOAwards You can still vote for JUNO Fan Choice Presented by TDCanada. 

 to vote for avrillavigne or tweet JFCAvrilLavigne",,,neutral
249, CBCIndigenous Protect our elders Six Nations building barricades to block outsiders amid COVID19 httpst.cou460rmDkum,protect,,positive
250, ServiceCanadaE All in person Service Canada Centres are temporarily closed until further notice. Canadians can still access their ben,,,neutral
251,"i got  jaehyuck 

J juice  lizzo
A  all these years  camila cabello
E  evapora  iza
H  hey you  mcnd 
Y  you  stray kids 
U  used to thos  camila cabello 
C  canad  lauv
K  killing boys halsey

reply with an emoji and ill give you an idol",idol,killing,neutral
252," eighthblock normonics Canadian localism
httpst.coVRVHqSXXDl",,,neutral
253," rsmale Ok I just stopped laughing. 

Canadians have decided to stay put as we have a good health care system gun control and a sane","good, sane",,positive
254, EyesOnQ Space Force  The US militarys newest branch has launched its first satellite despite a technical glitch that forced a dela,,glitch,negative
255,portugal la canad espaola,,,neutral
256," VistaUniverse Yukon Canada  
via marcadamus httpst.coHcxecDum6E",,,neutral
257,realCalebLawson JFaith1979 realDonaldTrump Absolutely Caleb with you all the way on that one from Vancouver Canada. God bless America and President Trump. ,bless,,positive
258, McCreaImmLaw Edmonton settlement workers helping new immigrants refugees through COVID19 pandemic cdnimm httpst.coe7dNPIk9mr,helping,,positive
259, SwannyQLD Canada has announced  a 75 wage subsidy demonstrating yet again the Governments crashing failure in face of crisis,,"crashing, crisis, failure",negative
260,"Test sur les mots galement trouvables en Belgique et au Canada  1010  D

Bon je connais mal les parlers canadiens mais a a fonctionn  httpst.coYGtfthWp1H",,,neutral
261," olufikayo When you start getting emergency alerts on your tv with alarms it means you can run but cant hide

COVID19 emergencyalert",,emergency,negative
262,how DARE canada close their ports until J U L Y making an alaska cruise IMPOSSIBLE.  the HORROR,,,neutral
263, CanadensisMax Dear American neighbours your President is a fucking nut.  Love Canada.,love,fucking,neutral
264, nationalpost Liberals to run 113B deficit in 2021 with economy poised for stomachchurning plunge PBO httpst.coRFJN4v4Gid,poised,,positive
265,Canada announces 82B aid package to offset coronavirus losses httpst.coMinKpGKVtl   Wow  Canada is  generously good strategy than this greedy America  Too bad  SpeakerPelosi CNN,"generously, good, wow","bad, greedy, losses",neutral
266, charlesrusnell Alberta health minister accused of berating Calgary physician intimidating citizens  CBC News httpst.co0SkUpGwh,,intimidating,negative
267,httpst.coub1ygkhwNL,,,neutral
268, nedajolie WestviewAl TorontoPearson ChinaEasternNA foundationma AlibabaGroup Unfortunately at times our media seems to be part,,unfortunately,negative
269, ArmineYalnizyan This is on top of Weds measures for workers who lose their jobs the Canada Emergency Response Benefit 52B and def,"benefit, top","emergency, lose",neutral
270, kateljacobson Ive been denounced by both the Premier and the UCP both times leading to harassment and putting stress on my employmen,"leading, premier","harassment, stress",neutral
271,Amy14636587 Canada,,,neutral
272,advojs Paaji problem is that our own Sikh brothers support Pakistanis and their sinister plans to fan trrrorism our own Sikhs in Pakistan and US Canada and Australia beat up Indian govt officials and batao kya kare,support,"problem, sinister",negative
273, kathleenpetty Calgary bans team sports closes personal care services like hair salons to limit COVID19s spread  CBC News https,like,limit,neutral
274, CANZUK Our latest report advocating freedom of movement amp trade between Canada Australia NewZealand amp the UK has been submitted,freedom,,positive
275, DavidHamer1951 On the emails alone never mind the sidewalk confrontation with a citizen this Alberta Health Minister needs to go.,,confrontation,negative
276, SpencerFernando At literally every step of the way the Liberal government has been weeks  if not months  late in doing what is nece,,,neutral
277," NancyCrouse I am in Ontario and I just received an alert on my cell phone. CIVIL EMERGENCY ALE. 
All people returning to Canada mus",,emergency,negative
278, HowToSave Lost your job because of the coronavirus Heres tips on how to get through it. httpst.co6ZQwjJ66ZE,,lost,negative
279, KarinHiebert This is what Winnipeg Manitoba Canada  will be doing if salons are not mandated to close.  httpst.coZViqF9PLrR,,,neutral
280,HillaryClinton realDonaldTrump Watching from Canada  httpst.coGfEtLPHzqu,,,neutral
